,loss,auc,val_loss,val_auc
0,0.4789614677429199,0.8068276047706604,0.5164785981178284,0.9417262077331543
1,0.27916592359542847,0.943925678730011,0.5041940808296204,0.9162499308586121
2,0.24292919039726257,0.9576225876808167,0.3660019636154175,0.9204168319702148
3,0.20212215185165405,0.9702498316764832,0.5475475788116455,0.9142261743545532
4,0.19110067188739777,0.9745084047317505,0.3505048453807831,0.9368451833724976
5,0.16078978776931763,0.9817842245101929,0.3395248353481293,0.9414880275726318
6,0.15062923729419708,0.9845980405807495,0.4323231875896454,0.9422024488449097
7,0.1298147737979889,0.9867783188819885,0.3824917674064636,0.9424405097961426
8,0.1106276586651802,0.991152286529541,0.3627966046333313,0.9427380561828613
9,0.1082984060049057,0.9902307391166687,0.5341110825538635,0.9031548500061035
10,0.0956336259841919,0.9941850900650024,0.37585145235061646,0.9373214840888977
11,0.07084248214960098,0.99702388048172,0.5504966974258423,0.8949403762817383
12,0.09230489283800125,0.9931393265724182,0.7858421206474304,0.9070833325386047
13,0.11988288909196854,0.9886089563369751,0.41363584995269775,0.9360713958740234
14,0.055058423429727554,0.9979681372642517,0.30422598123550415,0.9518452286720276
15,0.06273990869522095,0.9974765777587891,0.4314230978488922,0.9373809695243835
16,0.06432870775461197,0.9956173300743103,0.4019779562950134,0.9487500190734863
17,0.045083507895469666,0.9982069730758667,0.4494830369949341,0.9120237827301025
18,0.035486094653606415,0.9992989897727966,0.4916924238204956,0.909345269203186
19,0.05141470953822136,0.9972324371337891,0.5015205144882202,0.9060119986534119
