,loss,auc,val_loss,val_auc
0,0.7752484679222107,0.7125545740127563,0.6801609396934509,0.6331356763839722
1,0.48144665360450745,0.7452541589736938,0.4080328345298767,0.8450717926025391
2,0.3963218033313751,0.8662133812904358,0.3607010543346405,0.9331539273262024
3,0.3346354365348816,0.9211623072624207,0.24299845099449158,0.9673696160316467
4,0.2625593841075897,0.9457008838653564,0.27099642157554626,0.9597569704055786
5,0.21545349061489105,0.9657990336418152,0.6329382658004761,0.8580385446548462
6,0.16452772915363312,0.9812209606170654,0.27355438470840454,0.9946366548538208
7,0.13446380198001862,0.9874393939971924,0.08717892318964005,0.99831622838974
8,0.12167032808065414,0.9884224534034729,0.16896161437034607,0.9967637062072754
9,0.10442696511745453,0.9894939064979553,0.07005761563777924,0.997909426689148
10,0.09419909119606018,0.9925901889801025,0.08532625436782837,0.9975610375404358
11,0.09018289297819138,0.9925925731658936,0.061133865267038345,0.9988909363746643
12,0.0814376175403595,0.993887186050415,0.07155439257621765,0.9987630844116211
13,0.07771847397089005,0.9940506815910339,0.0497070737183094,0.9990476965904236
14,0.07510427385568619,0.9953444600105286,0.05788653716444969,0.9989675879478455
15,0.06913342326879501,0.9954124689102173,0.05392422154545784,0.9988360404968262
16,0.07300052046775818,0.9947182536125183,0.05273618549108505,0.9990148544311523
17,0.06376064568758011,0.9956083297729492,0.05033499747514725,0.9993268847465515
18,0.06370014697313309,0.9959912300109863,0.06288982182741165,0.9964446425437927
19,0.057144250720739365,0.9962747693061829,0.06438231468200684,0.9977597594261169
20,0.06054052338004112,0.9964553117752075,0.04862681403756142,0.9990039467811584
21,0.05498421937227249,0.9967333674430847,0.13276419043540955,0.9984166622161865
22,0.05322644114494324,0.9967694282531738,0.057251278311014175,0.9988799691200256
23,0.05003182590007782,0.9972912073135376,0.051871564239263535,0.9990367889404297
24,0.05463496968150139,0.9968891143798828,0.03645675256848335,0.9994910955429077
