,loss,auc,val_loss,val_auc
0,0.5036414265632629,0.7794578075408936,0.2151210606098175,0.9779083132743835
1,0.1939295381307602,0.9697402715682983,0.12951844930648804,0.9856212735176086
2,0.1143653467297554,0.9854283332824707,0.07812091708183289,0.9926282167434692
3,0.09694767743349075,0.9885278940200806,0.07529332488775253,0.9899976849555969
4,0.09367264807224274,0.989487886428833,0.0665983110666275,0.9957641363143921
5,0.07760586589574814,0.9924806356430054,0.07156220078468323,0.9962018728256226
6,0.07459454983472824,0.9926761388778687,0.06453413516283035,0.997776210308075
7,0.07085008919239044,0.9931085109710693,0.048403289169073105,0.9983271360397339
8,0.06854940950870514,0.9937297105789185,0.05622635781764984,0.9944196343421936
9,0.05943402647972107,0.995497465133667,0.06379131227731705,0.9897441267967224
10,0.0622074119746685,0.9951507449150085,0.05088307335972786,0.9970028400421143
11,0.05512930080294609,0.9959855079650879,0.04894920811057091,0.9952004551887512
12,0.053606584668159485,0.9959957599639893,0.057104501873254776,0.9951292276382446
13,0.04718446731567383,0.9970802664756775,0.050076670944690704,0.9981210231781006
14,0.051324792206287384,0.9962352514266968,0.05237613245844841,0.995453953742981
15,0.04870320484042168,0.9959375858306885,0.04845436289906502,0.9952898025512695
16,0.04792138934135437,0.9961854219436646,0.07327792048454285,0.9985224008560181
17,0.044747356325387955,0.9959746599197388,0.04818214476108551,0.9946184754371643
18,0.04949246719479561,0.995093822479248,0.04279188811779022,0.9950909614562988
19,0.04696204140782356,0.9964145421981812,0.05488818511366844,0.9930477738380432
20,0.043091729283332825,0.9969067573547363,0.042018916457891464,0.9982140064239502
21,0.0477738156914711,0.9967687129974365,0.037541843950748444,0.998035192489624
22,0.04239017516374588,0.9970882534980774,0.04781949520111084,0.9955798387527466
23,0.0394974909722805,0.9973806142807007,0.0447627529501915,0.9953919649124146
24,0.03391614928841591,0.9976212978363037,0.0574454665184021,0.9902347922325134
