,loss,auc,val_loss,val_auc
0,0.7255390286445618,0.7500397562980652,0.6446257829666138,0.8658332824707031
1,0.3743112087249756,0.8944503664970398,0.33701109886169434,0.9211905002593994
2,0.3142406642436981,0.9235970973968506,0.28905192017555237,0.9397023320198059
3,0.2898443341255188,0.9376837015151978,0.30466338992118835,0.9364284873008728
4,0.2736177146434784,0.9441438913345337,0.2567375898361206,0.9501190781593323
5,0.23659130930900574,0.9574441909790039,0.2978174090385437,0.9555953145027161
6,0.22539590299129486,0.9610185623168945,0.2623990774154663,0.957797646522522
7,0.22022396326065063,0.9628476500511169,0.3022572696208954,0.9494642615318298
8,0.2162225842475891,0.9638747572898865,0.215326726436615,0.9690476059913635
9,0.19694003462791443,0.9702690243721008,0.3388250768184662,0.9605952501296997
10,0.18557333946228027,0.9720876812934875,0.22788815200328827,0.9690476059913635
11,0.1815095841884613,0.9751580953598022,0.28579744696617126,0.9560713171958923
12,0.18332158029079437,0.9728012681007385,0.3333556652069092,0.9549999237060547
13,0.17077745497226715,0.9780099987983704,0.26315727829933167,0.963869035243988
14,0.16984973847866058,0.9792150855064392,0.24758858978748322,0.9677975177764893
15,0.18069371581077576,0.9745355248451233,0.3237931430339813,0.9605950713157654
16,0.16516761481761932,0.9788727760314941,0.2363768070936203,0.970119059085846
17,0.14197957515716553,0.9842526316642761,0.24892829358577728,0.9729166030883789
18,0.12754055857658386,0.9869568347930908,0.24721568822860718,0.9607142806053162
19,0.12313219904899597,0.9865725636482239,0.2295810729265213,0.9678571224212646
