,loss,auc,val_loss,val_auc
0,0.874366283416748,0.825724720954895,0.20282487571239471,0.966882586479187
1,0.22628474235534668,0.9583781361579895,0.09868045896291733,0.9893409609794617
2,0.15494664013385773,0.9776155948638916,0.08538135141134262,0.9911541938781738
3,0.11934687197208405,0.9852734804153442,0.11599131673574448,0.9931043386459351
4,0.13168923556804657,0.9837622046470642,0.06381189823150635,0.9957367181777954
5,0.09294392913579941,0.9902158379554749,0.0549897775053978,0.9958626627922058
6,0.07767845690250397,0.9928781986236572,0.05065364018082619,0.9976593852043152
7,0.07956016063690186,0.9927891492843628,0.05484446883201599,0.996918797492981
8,0.07627961039543152,0.9920794367790222,0.049794744700193405,0.9979313611984253
9,0.06284450739622116,0.9955106973648071,0.07956261932849884,0.9888300895690918
10,0.07070408761501312,0.993689775466919,0.07712118327617645,0.9904993772506714
11,0.0693981945514679,0.9945371150970459,0.05855933949351311,0.997068464756012
12,0.0826316550374031,0.9913947582244873,0.06638647615909576,0.9934929013252258
13,0.0616806223988533,0.9961731433868408,0.04877934604883194,0.9987358450889587
14,0.05369187891483307,0.9963552355766296,0.058975785970687866,0.9938412308692932
15,0.04922155290842056,0.9970161318778992,0.04543193802237511,0.9986737370491028
16,0.0479963943362236,0.9977335929870605,0.05030125752091408,0.9981666207313538
17,0.06303534656763077,0.9960598349571228,0.04955429211258888,0.9970630407333374
18,0.04543600231409073,0.9979054927825928,0.09044218808412552,0.9892259240150452
19,0.05924731492996216,0.9950769543647766,0.03833043947815895,0.9990860819816589
20,0.04797106981277466,0.9974438548088074,0.04561792314052582,0.9991554021835327
21,0.03627163544297218,0.998792827129364,0.049731288105249405,0.998418390750885
22,0.03378947451710701,0.9982748031616211,0.046475525945425034,0.9971194863319397
23,0.046351417899131775,0.9974567890167236,0.05693478137254715,0.9948683977127075
24,0.03880809620022774,0.9983336329460144,0.04342222213745117,0.99876868724823
